Label,Text,clean_msg,msg_lower,token,spell,no_stopwords,msg_stemmed,msg_lemmatized,msg_n_gram_2,msg_n_gram_3,msg_n_gram_4,msg_string
positive,"apapun jenis vaksinnya, mo sinovac yg katanya paling aman, pfuzer, moderna, atau astreajenaka semua berpotensi meninggalkan efek samping. karena semua vaksin covid blm dinyatakan lulus uji klinis dan blm layak pake secara aman. semua mengacu pada ijin kedaruratan dri uea.",apapun jenis vaksinnya mo sinovac yg katanya paling aman pfuzer moderna atau astreajenaka semua berpotensi meninggalkan efek samping karena semua vaksin covid blm dinyatakan lulus uji klinis dan blm layak pake secara aman semua mengacu pada ijin kedaruratan dri uea,apapun jenis vaksinnya mo sinovac yg katanya paling aman pfuzer moderna atau astreajenaka semua berpotensi meninggalkan efek samping karena semua vaksin covid blm dinyatakan lulus uji klinis dan blm layak pake secara aman semua mengacu pada ijin kedaruratan dri uea,"['apapun', 'jenis', 'vaksinnya', 'mo', 'sinovac', 'yg', 'katanya', 'paling', 'aman', 'pfuzer', 'moderna', 'atau', 'astreajenaka', 'semua', 'berpotensi', 'meninggalkan', 'efek', 'samping', 'karena', 'semua', 'vaksin', 'covid', 'blm', 'dinyatakan', 'lulus', 'uji', 'klinis', 'dan', 'blm', 'layak', 'pake', 'secara', 'aman', 'semua', 'mengacu', 'pada', 'ijin', 'kedaruratan', 'dri', 'uea']","['apapun', 'jenis', 'vaksinnya', 'mau', 'sinovac', 'yang', 'katanya', 'paling', 'aman', 'pfizer', 'moderna', 'atau', 'astrazeneca', 'semua', 'berpotensi', 'meninggalkan', 'efek', 'samping', 'karena', 'semua', 'vaksin', 'covid', 'belum', 'dinyatakan', 'lulus', 'uji', 'klinis', 'dan', 'belum', 'layak', 'pakai', 'secara', 'aman', 'semua', 'mengacu', 'pada', 'izin', 'kedaruratan', 'dari', 'uea']","['apapun', 'jenis', 'vaksinnya', 'mau', 'sinovac', 'katanya', 'paling', 'aman', 'pfizer', 'moderna', 'astrazeneca', 'semua', 'berpotensi', 'meninggalkan', 'efek', 'samping', 'semua', 'vaksin', 'covid', 'dinyatakan', 'lulus', 'uji', 'klinis', 'layak', 'pakai', 'aman', 'semua', 'mengacu', 'izin', 'kedaruratan']","['apa', 'jenis', 'vaksin', 'mau', 'sinovac', 'kata', 'paling', 'aman', 'pfizer', 'moderna', 'astrazeneca', 'semua', 'potensi', 'tinggal', 'efek', 'samping', 'semua', 'vaksin', 'covid', 'nyata', 'lulus', 'uji', 'klinis', 'layak', 'pakai', 'aman', 'semua', 'acu', 'izin', 'darurat']","['apapun', 'jenis', 'vaksinnya', 'mau', 'sinovac', 'katanya', 'paling', 'aman', 'pfizer', 'moderna', 'astrazeneca', 'semua', 'berpotensi', 'meninggalkan', 'efek', 'samping', 'semua', 'vaksin', 'covid', 'dinyatakan', 'lulu', 'uji', 'klinis', 'layak', 'pakai', 'aman', 'semua', 'mengacu', 'izin', 'kedaruratan']",[],[],[],apa jenis vaksin mau sinovac kata paling aman pfizer moderna astrazeneca semua potensi tinggal efek samping semua vaksin covid nyata lulus uji klinis layak pakai aman semua acu izin darurat
negative,"Tante gue, tenaga kesehatan di salah satu rumah sakit di Jakarta, dapet booster Moderna setelah kali dosis Sinovac. Efek samping Moderna ini mantap sekali.",Tante gue tenaga kesehatan di salah satu rumah sakit di Jakarta dapet booster Moderna setelah kali dosis Sinovac Efek samping Moderna ini mantap sekali,tante gue tenaga kesehatan di salah satu rumah sakit di jakarta dapet booster moderna setelah kali dosis sinovac efek samping moderna ini mantap sekali,"['tante', 'gue', 'tenaga', 'kesehatan', 'di', 'salah', 'satu', 'rumah', 'sakit', 'di', 'jakarta', 'dapet', 'booster', 'moderna', 'setelah', 'kali', 'dosis', 'sinovac', 'efek', 'samping', 'moderna', 'ini', 'mantap', 'sekali']","['tante', 'aku', 'tenaga', 'kesehatan', 'di', 'salah', 'satu', 'rumah', 'sakit', 'di', 'jakarta', 'dapat', 'booster', 'moderna', 'setelah', 'kali', 'dosis', 'sinovac', 'efek', 'samping', 'moderna', 'ini', 'mantap', 'sekali']","['tenaga', 'kesehatan', 'salah', 'satu', 'rumah', 'sakit', 'jakarta', 'booster', 'moderna', 'kali', 'dosis', 'sinovac', 'efek', 'samping', 'moderna', 'mantap', 'sekali']","['tenaga', 'sehat', 'salah', 'satu', 'rumah', 'sakit', 'jakarta', 'booster', 'moderna', 'kali', 'dosis', 'sinovac', 'efek', 'samping', 'moderna', 'mantap', 'sekali']","['tenaga', 'kesehatan', 'salah', 'satu', 'rumah', 'sakit', 'jakarta', 'booster', 'moderna', 'kali', 'dosis', 'sinovac', 'efek', 'samping', 'moderna', 'mantap', 'sekali']",[],[],[],tenaga sehat salah satu rumah sakit jakarta booster moderna kali dosis sinovac efek samping moderna mantap sekali
negative,vaksin moderna malah sinus gw kambuh. semoga ga ada efek samping yg lain yaa..,vaksin moderna malah sinus gw kambuh semoga ga ada efek samping yg lain yaa,vaksin moderna malah sinus gw kambuh semoga ga ada efek samping yg lain yaa,"['vaksin', 'moderna', 'malah', 'sinus', 'gw', 'kambuh', 'semoga', 'ga', 'ada', 'efek', 'samping', 'yg', 'lain', 'yaa']","['vaksin', 'moderna', 'bahkan', 'sinus', 'aku', 'kambuh', 'semoga', 'tidak', 'ada', 'efek', 'samping', 'yang', 'lain', 'iya']","['vaksin', 'moderna', 'bahkan', 'sinus', 'kambuh', 'semoga', 'efek', 'samping']","['vaksin', 'moderna', 'bahkan', 'sinus', 'kambuh', 'moga', 'efek', 'samping']","['vaksin', 'moderna', 'bahkan', 'sinus', 'kambuh', 'semoga', 'efek', 'samping']",[],[],[],vaksin moderna bahkan sinus kambuh moga efek samping
positive,"Yang aku tangkap dari penjelasan BPOM dan ITAGI kemarin, dicari yang sekiranya aman efek sampingnya. Karena ternyata Moderna dan Pfizer punya efek samping yang 'kuat'. Tidak sedikit lho tenaga kesehatan yang 'megap-megap' setelah booster. Jadi, dicari amannya.",Yang aku tangkap dari penjelasan BPOM dan ITAGI kemarin dicari yang sekiranya aman efek sampingnya Karena ternyata Moderna dan Pfizer punya efek samping yang kuat Tidak sedikit lho tenaga kesehatan yang megapmegap setelah booster Jadi dicari amannya,yang aku tangkap dari penjelasan bpom dan itagi kemarin dicari yang sekiranya aman efek sampingnya karena ternyata moderna dan pfizer punya efek samping yang kuat tidak sedikit lho tenaga kesehatan yang megapmegap setelah booster jadi dicari amannya,"['yang', 'aku', 'tangkap', 'dari', 'penjelasan', 'bpom', 'dan', 'itagi', 'kemarin', 'dicari', 'yang', 'sekiranya', 'aman', 'efek', 'sampingnya', 'karena', 'ternyata', 'moderna', 'dan', 'pfizer', 'punya', 'efek', 'samping', 'yang', 'kuat', 'tidak', 'sedikit', 'lho', 'tenaga', 'kesehatan', 'yang', 'megapmegap', 'setelah', 'booster', 'jadi', 'dicari', 'amannya']","['yang', 'aku', 'tangkap', 'dari', 'penjelasan', 'bpom', 'dan', 'itagi', 'kemarin', 'dicari', 'yang', 'sekiranya', 'aman', 'efek', 'sampingnya', 'karena', 'ternyata', 'moderna', 'dan', 'pfizer', 'punya', 'efek', 'samping', 'yang', 'kuat', 'tidak', 'sedikit', 'lho', 'tenaga', 'kesehatan', 'yang', 'sesak', 'setelah', 'booster', 'jadi', 'dicari', 'amannya']","['tangkap', 'penjelasan', 'bpom', 'itagi', 'kemarin', 'dicari', 'sekiranya', 'aman', 'efek', 'sampingnya', 'ternyata', 'moderna', 'pfizer', 'punya', 'efek', 'samping', 'kuat', 'sedikit', 'tenaga', 'kesehatan', 'sesak', 'booster', 'jadi', 'dicari', 'amannya']","['tangkap', 'jelas', 'bpom', 'itagi', 'kemarin', 'cari', 'sekira', 'aman', 'efek', 'samping', 'nyata', 'moderna', 'pfizer', 'punya', 'efek', 'samping', 'kuat', 'sedikit', 'tenaga', 'sehat', 'sesak', 'booster', 'jadi', 'cari', 'aman']","['tangkap', 'penjelasan', 'bpom', 'itagi', 'kemarin', 'dicari', 'sekiranya', 'aman', 'efek', 'sampingnya', 'ternyata', 'moderna', 'pfizer', 'punya', 'efek', 'samping', 'kuat', 'sedikit', 'tenaga', 'kesehatan', 'sesak', 'booster', 'jadi', 'dicari', 'amannya']",[],[],[],tangkap jelas bpom itagi kemarin cari sekira aman efek samping nyata moderna pfizer punya efek samping kuat sedikit tenaga sehat sesak booster jadi cari aman
negative,Ga masalah.. bini gw tenaga kesehatan  sinovac plus  moderna.. aman.. Cuma efek samping moderna paling berasa.. demam sehari,Ga masalah bini gw tenaga kesehatan  sinovac plus  moderna aman Cuma efek samping moderna paling berasa demam sehari,ga masalah bini gw tenaga kesehatan  sinovac plus  moderna aman cuma efek samping moderna paling berasa demam sehari,"['ga', 'masalah', 'bini', 'gw', 'tenaga', 'kesehatan', 'sinovac', 'plus', 'moderna', 'aman', 'cuma', 'efek', 'samping', 'moderna', 'paling', 'berasa', 'demam', 'sehari']","['tidak', 'masalah', 'istri', 'aku', 'tenaga', 'kesehatan', 'sinovac', 'tambah', 'moderna', 'aman', 'hanya', 'efek', 'samping', 'moderna', 'paling', 'terasa', 'demam', 'sehari']","['masalah', 'istri', 'tenaga', 'kesehatan', 'sinovac', 'tambah', 'moderna', 'aman', 'efek', 'samping', 'moderna', 'paling', 'terasa', 'demam', 'sehari']","['masalah', 'istri', 'tenaga', 'sehat', 'sinovac', 'tambah', 'moderna', 'aman', 'efek', 'samping', 'moderna', 'paling', 'asa', 'demam', 'hari']","['masalah', 'istri', 'tenaga', 'kesehatan', 'sinovac', 'tambah', 'moderna', 'aman', 'efek', 'samping', 'moderna', 'paling', 'terasa', 'demam', 'sehari']",[],[],[],masalah istri tenaga sehat sinovac tambah moderna aman efek samping moderna paling asa demam hari
positive,"Beda sama AZ. Penerima AZ itu sudah merasakan getir dan beratnya efek samping AZ yang bagi beberapa orang sensasinya - kayak kena CVD . Dengan diberikan Moderna, tubuh sudah beradaptasi",Beda sama AZ Penerima AZ itu sudah merasakan getir dan beratnya efek samping AZ yang bagi beberapa orang sensasinya  kayak kena CVD  Dengan diberikan Moderna tubuh sudah beradaptasi,beda sama az penerima az itu sudah merasakan getir dan beratnya efek samping az yang bagi beberapa orang sensasinya  kayak kena cvd  dengan diberikan moderna tubuh sudah beradaptasi,"['beda', 'sama', 'az', 'penerima', 'az', 'itu', 'sudah', 'merasakan', 'getir', 'dan', 'beratnya', 'efek', 'samping', 'az', 'yang', 'bagi', 'beberapa', 'orang', 'sensasinya', 'kayak', 'kena', 'cvd', 'dengan', 'diberikan', 'moderna', 'tubuh', 'sudah', 'beradaptasi']","['beda', 'sama', 'astrazeneca', 'penerima', 'astrazeneca', 'itu', 'sudah', 'merasakan', 'getir', 'dan', 'beratnya', 'efek', 'samping', 'astrazeneca', 'yang', 'bagi', 'beberapa', 'orang', 'sensasinya', 'seperti', 'terkena', 'covid', 'dengan', 'diberikan', 'moderna', 'tubuh', 'sudah', 'beradaptasi']","['beda', 'sama', 'astrazeneca', 'penerima', 'astrazeneca', 'merasakan', 'getir', 'beratnya', 'efek', 'samping', 'astrazeneca', 'beberapa', 'orang', 'sensasinya', 'terkena', 'covid', 'diberikan', 'moderna', 'tubuh', 'beradaptasi']","['beda', 'sama', 'astrazeneca', 'terima', 'astrazeneca', 'rasa', 'getir', 'berat', 'efek', 'samping', 'astrazeneca', 'beberapa', 'orang', 'sensasi', 'kena', 'covid', 'beri', 'moderna', 'tubuh', 'adaptasi']","['beda', 'sama', 'astrazeneca', 'penerima', 'astrazeneca', 'merasakan', 'getir', 'beratnya', 'efek', 'samping', 'astrazeneca', 'beberapa', 'orang', 'sensasinya', 'terkena', 'covid', 'diberikan', 'moderna', 'tubuh', 'beradaptasi']",[],[],[],beda sama astrazeneca terima astrazeneca rasa getir berat efek samping astrazeneca beberapa orang sensasi kena covid beri moderna tubuh adaptasi
negative,"bisa sih, tapi lo tau ga sih temen gue aja blg sakit karna efek vaksin moderna yg bikin demam parah itu, sama kepala ruangnya ga boleh ijinnn",bisa sih tapi lo tau ga sih temen gue aja blg sakit karna efek vaksin moderna yg bikin demam parah itu sama kepala ruangnya ga boleh ijinnn,bisa sih tapi lo tau ga sih temen gue aja blg sakit karna efek vaksin moderna yg bikin demam parah itu sama kepala ruangnya ga boleh ijinnn,"['bisa', 'sih', 'tapi', 'lo', 'tau', 'ga', 'sih', 'temen', 'gue', 'aja', 'blg', 'sakit', 'karna', 'efek', 'vaksin', 'moderna', 'yg', 'bikin', 'demam', 'parah', 'itu', 'sama', 'kepala', 'ruangnya', 'ga', 'boleh', 'ijinnn']","['bisa', 'sih', 'tapi', 'kamu', 'tau', 'tidak', 'sih', 'teman', 'aku', 'saja', 'bilang', 'sakit', 'karena', 'efek', 'vaksin', 'moderna', 'yang', 'buat', 'demam', 'parah', 'itu', 'sama', 'kepala', 'ruangnya', 'tidak', 'boleh', 'izin']","['tau', 'teman', 'bilang', 'sakit', 'efek', 'vaksin', 'moderna', 'buat', 'demam', 'parah', 'sama', 'kepala', 'ruangnya', 'izin']","['tau', 'teman', 'bilang', 'sakit', 'efek', 'vaksin', 'moderna', 'buat', 'demam', 'parah', 'sama', 'kepala', 'ruang', 'izin']","['tau', 'teman', 'bilang', 'sakit', 'efek', 'vaksin', 'moderna', 'buat', 'demam', 'parah', 'sama', 'kepala', 'ruangnya', 'izin']",[],[],[],tau teman bilang sakit efek vaksin moderna buat demam parah sama kepala ruang izin
positive,ngadepin efek samping moderna juga kuat kok ini buktinya masih kuat,ngadepin efek samping moderna juga kuat kok ini buktinya masih kuat,ngadepin efek samping moderna juga kuat kok ini buktinya masih kuat,"['ngadepin', 'efek', 'samping', 'moderna', 'juga', 'kuat', 'kok', 'ini', 'buktinya', 'masih', 'kuat']","['menghadapi', 'efek', 'samping', 'moderna', 'juga', 'kuat', 'kok', 'ini', 'buktinya', 'masih', 'kuat']","['menghadapi', 'efek', 'samping', 'moderna', 'kuat', 'buktinya', 'kuat']","['hadap', 'efek', 'samping', 'moderna', 'kuat', 'bukti', 'kuat']","['menghadapi', 'efek', 'samping', 'moderna', 'kuat', 'buktinya', 'kuat']",[],[],[],hadap efek samping moderna kuat bukti kuat
negative,"setelah baca"" pengalaman orang lain vaksin booster moderna ternyata efeknya sama. badan ngilu, sakit kepala, pusing, kedinginan. tapi jujur ini efek vaksin yg paling parah sih.",setelah baca pengalaman orang lain vaksin booster moderna ternyata efeknya sama badan ngilu sakit kepala pusing kedinginan tapi jujur ini efek vaksin yg paling parah sih,setelah baca pengalaman orang lain vaksin booster moderna ternyata efeknya sama badan ngilu sakit kepala pusing kedinginan tapi jujur ini efek vaksin yg paling parah sih,"['setelah', 'baca', 'pengalaman', 'orang', 'lain', 'vaksin', 'booster', 'moderna', 'ternyata', 'efeknya', 'sama', 'badan', 'ngilu', 'sakit', 'kepala', 'pusing', 'kedinginan', 'tapi', 'jujur', 'ini', 'efek', 'vaksin', 'yg', 'paling', 'parah', 'sih']","['setelah', 'baca', 'pengalaman', 'orang', 'lain', 'vaksin', 'booster', 'moderna', 'ternyata', 'efeknya', 'sama', 'badan', 'nyeri', 'sakit', 'kepala', 'pusing', 'kedinginan', 'tapi', 'jujur', 'ini', 'efek', 'vaksin', 'yang', 'paling', 'parah', 'sih']","['baca', 'pengalaman', 'orang', 'vaksin', 'booster', 'moderna', 'ternyata', 'efeknya', 'sama', 'badan', 'nyeri', 'sakit', 'kepala', 'pusing', 'kedinginan', 'jujur', 'efek', 'vaksin', 'paling', 'parah']","['baca', 'alam', 'orang', 'vaksin', 'booster', 'moderna', 'nyata', 'efek', 'sama', 'badan', 'nyeri', 'sakit', 'kepala', 'pusing', 'dingin', 'jujur', 'efek', 'vaksin', 'paling', 'parah']","['baca', 'pengalaman', 'orang', 'vaksin', 'booster', 'moderna', 'ternyata', 'efeknya', 'sama', 'badan', 'nyeri', 'sakit', 'kepala', 'pusing', 'kedinginan', 'jujur', 'efek', 'vaksin', 'paling', 'parah']",[],[],[],baca alam orang vaksin booster moderna nyata efek sama badan nyeri sakit kepala pusing dingin jujur efek vaksin paling parah
negative,"vaksin - aku pake sinovac, efek samping minim banget. ini pake moderna, belom ada jam uda pusing banget dan pegel pegel satu badan, tangan jg mulai nyutan, kedinginan juga wkwk beda jauh sih",vaksin  aku pake sinovac efek samping minim banget ini pake moderna belom ada jam uda pusing banget dan pegel pegel satu badan tangan jg mulai nyutan kedinginan juga wkwk beda jauh sih,vaksin  aku pake sinovac efek samping minim banget ini pake moderna belom ada jam uda pusing banget dan pegel pegel satu badan tangan jg mulai nyutan kedinginan juga wkwk beda jauh sih,"['vaksin', 'aku', 'pake', 'sinovac', 'efek', 'samping', 'minim', 'banget', 'ini', 'pake', 'moderna', 'belom', 'ada', 'jam', 'uda', 'pusing', 'banget', 'dan', 'pegel', 'pegel', 'satu', 'badan', 'tangan', 'jg', 'mulai', 'nyutan', 'kedinginan', 'juga', 'wkwk', 'beda', 'jauh', 'sih']","['vaksin', 'aku', 'pakai', 'sinovac', 'efek', 'samping', 'minimal', 'sekali', 'ini', 'pakai', 'moderna', 'belum', 'ada', 'jam', 'sudah', 'pusing', 'sekali', 'dan', 'pegal', 'pegal', 'satu', 'badan', 'tangan', 'juga', 'mulai', 'nyutan', 'kedinginan', 'juga', 'wkwk', 'beda', 'jauh', 'sih']","['vaksin', 'pakai', 'sinovac', 'efek', 'samping', 'minimal', 'sekali', 'pakai', 'moderna', 'jam', 'pusing', 'sekali', 'pegal', 'pegal', 'satu', 'badan', 'tangan', 'mulai', 'nyutan', 'kedinginan', 'beda', 'jauh']","['vaksin', 'pakai', 'sinovac', 'efek', 'samping', 'minimal', 'sekali', 'pakai', 'moderna', 'jam', 'pusing', 'sekali', 'pegal', 'pegal', 'satu', 'badan', 'tangan', 'mulai', 'nyut', 'dingin', 'beda', 'jauh']","['vaksin', 'pakai', 'sinovac', 'efek', 'samping', 'minimal', 'sekali', 'pakai', 'moderna', 'jam', 'pusing', 'sekali', 'pegal', 'pegal', 'satu', 'badan', 'tangan', 'mulai', 'nyutan', 'kedinginan', 'beda', 'jauh']",[],[],[],vaksin pakai sinovac efek samping minimal sekali pakai moderna jam pusing sekali pegal pegal satu badan tangan mulai nyut dingin beda jauh
negative,"Efek samping Pfizer itu kayak apa ya? Moderna kemarin katanya parah beut. Dari bengkak, mual, muntah, demam dan pusing",Efek samping Pfizer itu kayak apa ya Moderna kemarin katanya parah beut Dari bengkak mual muntah demam dan pusing,efek samping pfizer itu kayak apa ya moderna kemarin katanya parah beut dari bengkak mual muntah demam dan pusing,"['efek', 'samping', 'pfizer', 'itu', 'kayak', 'apa', 'ya', 'moderna', 'kemarin', 'katanya', 'parah', 'beut', 'dari', 'bengkak', 'mual', 'muntah', 'demam', 'dan', 'pusing']","['efek', 'samping', 'pfizer', 'itu', 'seperti', 'apa', 'ya', 'moderna', 'kemarin', 'katanya', 'parah', 'sekali', 'dari', 'bengkak', 'mual', 'muntah', 'demam', 'dan', 'pusing']","['efek', 'samping', 'pfizer', 'apa', 'moderna', 'kemarin', 'katanya', 'parah', 'sekali', 'bengkak', 'mual', 'muntah', 'demam', 'pusing']","['efek', 'samping', 'pfizer', 'apa', 'moderna', 'kemarin', 'kata', 'parah', 'sekali', 'bengkak', 'mual', 'muntah', 'demam', 'pusing']","['efek', 'samping', 'pfizer', 'apa', 'moderna', 'kemarin', 'katanya', 'parah', 'sekali', 'bengkak', 'mual', 'muntah', 'demam', 'pusing']",[],[],[],efek samping pfizer apa moderna kemarin kata parah sekali bengkak mual muntah demam pusing
negative,Yakali dapet vaksin moderna  gile lu ndro...,Yakali dapet vaksin moderna  gile lu ndro,yakali dapet vaksin moderna  gile lu ndro,"['yakali', 'dapet', 'vaksin', 'moderna', 'gile', 'lu', 'ndro']","['yakali', 'dapat', 'vaksin', 'moderna', 'gila', 'kamu', 'ndro']","['vaksin', 'moderna', 'gila']","['vaksin', 'moderna', 'gila']","['vaksin', 'moderna', 'gila']",[],[],[],vaksin moderna gila
negative,"Meanwhile orang temen kantor  kaga knp anying. Cuma sakit nyeri di lengan daerah suntikan.lucky gurls. Ada temen gue satu lg, sama suhu nya nyampe . trus katany kepala nya sampe rasa mau pecah. Yg jelas sih rata yg di vaksin moderna itu nyeri bgt di lengan. Akupun",Meanwhile orang temen kantor  kaga knp anying Cuma sakit nyeri di lengan daerah suntikanlucky gurls Ada temen gue satu lg sama suhu nya nyampe  trus katany kepala nya sampe rasa mau pecah Yg jelas sih rata yg di vaksin moderna itu nyeri bgt di lengan Akupun,meanwhile orang temen kantor  kaga knp anying cuma sakit nyeri di lengan daerah suntikanlucky gurls ada temen gue satu lg sama suhu nya nyampe  trus katany kepala nya sampe rasa mau pecah yg jelas sih rata yg di vaksin moderna itu nyeri bgt di lengan akupun,"['meanwhile', 'orang', 'temen', 'kantor', 'kaga', 'knp', 'anying', 'cuma', 'sakit', 'nyeri', 'di', 'lengan', 'daerah', 'suntikanlucky', 'gurls', 'ada', 'temen', 'gue', 'satu', 'lg', 'sama', 'suhu', 'nya', 'nyampe', 'trus', 'katany', 'kepala', 'nya', 'sampe', 'rasa', 'mau', 'pecah', 'yg', 'jelas', 'sih', 'rata', 'yg', 'di', 'vaksin', 'moderna', 'itu', 'nyeri', 'bgt', 'di', 'lengan', 'akupun']","['sementara', 'orang', 'teman', 'kantor', 'tidak', 'kenapa', 'anjing', 'hanya', 'sakit', 'nyeri', 'di', 'lengan', 'daerah', 'suntikanlucky', 'wanita', 'ada', 'teman', 'aku', 'satu', 'lagi', 'sama', 'suhu', 'nya', 'sampai', 'terus', 'katanya', 'kepala', 'nya', 'sampai', 'rasa', 'mau', 'pecah', 'yang', 'jelas', 'sih', 'rata', 'yang', 'di', 'vaksin', 'moderna', 'itu', 'nyeri', 'sekali', 'di', 'lengan', 'akupun']","['orang', 'teman', 'kantor', 'anjing', 'sakit', 'nyeri', 'lengan', 'daerah', 'suntikanlucky', 'wanita', 'teman', 'satu', 'sama', 'suhu', 'terus', 'katanya', 'kepala', 'rasa', 'mau', 'pecah', 'jelas', 'rata', 'vaksin', 'moderna', 'nyeri', 'sekali', 'lengan', 'akupun']","['orang', 'teman', 'kantor', 'anjing', 'sakit', 'nyeri', 'lengan', 'daerah', 'suntikanlucky', 'wanita', 'teman', 'satu', 'sama', 'suhu', 'terus', 'kata', 'kepala', 'rasa', 'mau', 'pecah', 'jelas', 'rata', 'vaksin', 'moderna', 'nyeri', 'sekali', 'lengan', 'aku']","['orang', 'teman', 'kantor', 'anjing', 'sakit', 'nyeri', 'lengan', 'daerah', 'suntikanlucky', 'wanita', 'teman', 'satu', 'sama', 'suhu', 'terus', 'katanya', 'kepala', 'rasa', 'mau', 'pecah', 'jelas', 'rata', 'vaksin', 'moderna', 'nyeri', 'sekali', 'lengan', 'akupun']",[],[],[],orang teman kantor anjing sakit nyeri lengan daerah suntikanlucky wanita teman satu sama suhu terus kata kepala rasa mau pecah jelas rata vaksin moderna nyeri sekali lengan aku
negative,Di sana we nambah moderna aja lah etapi klo demam efek vaksin ntar gaada yg ngerawat gue huhuhu harus mandiri hiks,Di sana we nambah moderna aja lah etapi klo demam efek vaksin ntar gaada yg ngerawat gue huhuhu harus mandiri hiks,di sana we nambah moderna aja lah etapi klo demam efek vaksin ntar gaada yg ngerawat gue huhuhu harus mandiri hiks,"['di', 'sana', 'we', 'nambah', 'moderna', 'aja', 'lah', 'etapi', 'klo', 'demam', 'efek', 'vaksin', 'ntar', 'gaada', 'yg', 'ngerawat', 'gue', 'huhuhu', 'harus', 'mandiri', 'hiks']","['di', 'sana', 'aku', 'menambah', 'moderna', 'saja', 'lah', 'tapi', 'kalau', 'demam', 'efek', 'vaksin', 'nanti', 'gaada', 'yang', 'merawat', 'aku', 'huhuhu', 'harus', 'mandiri', 'hiks']","['sana', 'menambah', 'moderna', 'kalau', 'demam', 'efek', 'vaksin', 'gaada', 'merawat', 'mandiri']","['sana', 'tambah', 'moderna', 'kalau', 'demam', 'efek', 'vaksin', 'gaada', 'rawat', 'mandiri']","['sana', 'menambah', 'moderna', 'kalau', 'demam', 'efek', 'vaksin', 'gaada', 'merawat', 'mandiri']",[],[],[],sana tambah moderna kalau demam efek vaksin gaada rawat mandiri
positive,Angka Kematian Orang Disuntik Vaksin Moderna Paling Rendah,Angka Kematian Orang Disuntik Vaksin Moderna Paling Rendah,angka kematian orang disuntik vaksin moderna paling rendah,"['angka', 'kematian', 'orang', 'disuntik', 'vaksin', 'moderna', 'paling', 'rendah']","['angka', 'kematian', 'orang', 'disuntik', 'vaksin', 'moderna', 'paling', 'rendah']","['angka', 'kematian', 'orang', 'disuntik', 'vaksin', 'moderna', 'paling', 'rendah']","['angka', 'mati', 'orang', 'suntik', 'vaksin', 'moderna', 'paling', 'rendah']","['angka', 'kematian', 'orang', 'disuntik', 'vaksin', 'moderna', 'paling', 'rendah']",[],[],[],angka mati orang suntik vaksin moderna paling rendah
negative,"ngelihat data riset soal efektivitas vaksin, untung kemarin dapet Moderna :') awalnya ragu  pengen nunggu yg satunya tp trnyata Moderna strong?",ngelihat data riset soal efektivitas vaksin untung kemarin dapet Moderna  awalnya ragu  pengen nunggu yg satunya tp trnyata Moderna strong,ngelihat data riset soal efektivitas vaksin untung kemarin dapet moderna  awalnya ragu  pengen nunggu yg satunya tp trnyata moderna strong,"['ngelihat', 'data', 'riset', 'soal', 'efektivitas', 'vaksin', 'untung', 'kemarin', 'dapet', 'moderna', 'awalnya', 'ragu', 'pengen', 'nunggu', 'yg', 'satunya', 'tp', 'trnyata', 'moderna', 'strong']","['melihat', 'data', 'riset', 'soal', 'efektivitas', 'vaksin', 'untung', 'kemarin', 'dapat', 'moderna', 'awalnya', 'ragu', 'ingin', 'menunggu', 'yang', 'satunya', 'tapi', 'ternyata', 'moderna', 'kuat']","['melihat', 'data', 'riset', 'soal', 'efektivitas', 'vaksin', 'untung', 'kemarin', 'moderna', 'awalnya', 'ragu', 'menunggu', 'satunya', 'ternyata', 'moderna', 'kuat']","['lihat', 'data', 'riset', 'soal', 'efektivitas', 'vaksin', 'untung', 'kemarin', 'moderna', 'awal', 'ragu', 'tunggu', 'satu', 'nyata', 'moderna', 'kuat']","['melihat', 'data', 'riset', 'soal', 'efektivitas', 'vaksin', 'untung', 'kemarin', 'moderna', 'awalnya', 'ragu', 'menunggu', 'satunya', 'ternyata', 'moderna', 'kuat']",[],[],[],lihat data riset soal efektivitas vaksin untung kemarin moderna awal ragu tunggu satu nyata moderna kuat
negative,"efek samping booster? vaksin pfizer & moderna, lelah hingga nyeri",efek samping booster vaksin pfizer  moderna lelah hingga nyeri,efek samping booster vaksin pfizer  moderna lelah hingga nyeri,"['efek', 'samping', 'booster', 'vaksin', 'pfizer', 'moderna', 'lelah', 'hingga', 'nyeri']","['efek', 'samping', 'booster', 'vaksin', 'pfizer', 'moderna', 'lelah', 'hingga', 'nyeri']","['efek', 'samping', 'booster', 'vaksin', 'pfizer', 'moderna', 'lelah', 'hingga', 'nyeri']","['efek', 'samping', 'booster', 'vaksin', 'pfizer', 'moderna', 'lelah', 'hingga', 'nyeri']","['efek', 'samping', 'booster', 'vaksin', 'pfizer', 'moderna', 'lelah', 'hingga', 'nyeri']",[],[],[],efek samping booster vaksin pfizer moderna lelah hingga nyeri
